Id;País;2009;2009;2010;2010;2011;2011;2012;2012;2013;2013;2014;2014;2015;2015;2016;2016;2017;2017;2018;2018;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024
24;Brasil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;46;2504;952;0;0;96;244
25;Bulgária;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;1579;0;0;0;0;0;0;0;0;5;31;0;0;18;184
26;Cabo Verde;0;0;11991;49366;600;825;0;0;0;0;0;0;0;0;0;0;0;0;18;48;0;0;0;0;16;124;0;0;0;0;0;0
27;Camarões;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1749;7476;0;0;0;0;0;178;0;0;0;0;0;0;0;0
28;Canadá;15664;73445;0;0;28906;128076;14304;146035;25329;174643;35082;226875;24547;118394;13711;71096;6075;30658;5308;20414;1589;6933;1672;8431;1172;6157;1183;5784;11539;42179;4320;35179
29;Catar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13338;81606;0;0;0;0;0;0;1;2;0;0;5;18;0;0
30;Cayman, Ilhas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;203;19;106;123;339;104;356;160;958;438;2632;180;591
31;Chile;1475;4297;0;0;0;0;8550;15438;0;0;0;0;0;0;0;0;0;0;11049;42832;0;0;11;13;26;6;2094;7986;9;63;0;0
32;China;1553416;482400;795;2358;54156;334867;87905;642177;40929;279956;64040;455340;47609;222866;134106;499622;67594;266086;30835;126336;129852;376828;122253;363000;61884;264116;105395;404647;73917;183096;34231;182595
33;Chipre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279;480;672;1843;2478;6785;1855;4530;1521;4458;524;2995;988;4308
34;Cingapura;2419;6110;1533;5504;911;3317;1212;5310;766;5779;541;3887;1116;2774;5445;13199;0;0;3298;11616;5044;19099;4049;9316;0;0;0;0;0;0;0;0
35;Cocos (Keeling), Ilhas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;60;0;0;0;0
36;Colômbia;0;0;0;0;0;0;0;0;8;30;0;0;0;0;0;0;0;0;6944;26273;897;1999;15660;23780;12160;21867;8217;14068;450;1259;0;0
37;Comores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;25;0;0;0;0;0;0;0;0
38;Congo;0;0;0;0;360;570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17100;26600;2340;3753
39;Coreia, Republica Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;20;0;0;120;109;70;194;103;433;67;100;77;257;25;171;173;1050
40;Costa do Marfim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Costa Rica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;Coveite (Kuweit);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;72
43;Croácia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;123;0;0;34;484;0;0;23;44
44;Cuba;0;0;0;0;2880;4899;0;0;0;0;38875;43200;97965;108864;63741;69830;62791;72229;4776;5584;0;0;0;0;0;0;16;6;0;0;0;0
45;Curaçao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12340;23011;23930;43676;33951;62067;47962;65986;32263;58993;40673;66950;25135;40807;25146;50990
46;Dinamarca;1980;21780;7034;69161;32797;83057;4716;23802;17892;101915;3240;16871;7080;29306;1278;8171;581;2829;0;0;240;306;659;1962;87;504;2;6;1734;15261;11;185
47;Dominica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460;634;1485;2223;0;0;947;4545
48;El Salvador;55;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;Emirados Arabes Unidos;1398;4032;1035;3206;2120;6594;675;3300;0;0;640;3381;765;3740;585;2760;675;3302;360;1762;450;2202;581;2279;810;10522;4781;85465;1417;6762;1688;8253
50;Equador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3780;3824;0;0;135;210;2790;4392;0;0
51;Eslovaca, Republica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;Espanha;2181;4050;0;0;5206;24618;0;0;1972980;3748940;0;0;0;0;0;0;0;0;6123;22631;3540;1353;28;126;0;0;0;0;180;4171;191;2062
53;Estados Unidos;372319;660066;228968;478630;306787;1030254;146585;303986;245368;786556;222267;494216;195896;524109;258072;687411;132688;1523699;169109;512519;209765;616274;300178;610793;111085;203554;220373;447893;229839;429091;310410;648724
54;Estônia;5438;10802;15848;40778;450;5336;3321;19384;0;0;0;0;0;0;900;4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;Filipinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9608;16205;736;2486;719;1548;2784;10368;375;790;94;334;11514;27378
56;Finlândia;0;0;0;0;12404;50394;17100;67959;36682;283114;12960;94962;0;0;7617;41003;0;0;0;0;0;0;0;0;0;0;0;0;5;11;0;0
57;França;0;0;3614;18904;0;0;195604;185791;6885;42256;33755;167807;1596;4749;6037;30055;4253;21654;11077;48677;18286;67072;12622;57144;7052;23742;5694;25008;2265;14722;3729;29768
58;Gabão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;18
59;Gana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9000;13502;7673;10010;18810;22027;12578;19196;35949;49304;7237;29473;54828;91317
60;Gibraltar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;93;769;2860;0;0;0;0;0;0;5;13
61;Granada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5610;7914;0;0;0;0
62;Grécia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;730;561;1994;6859;18092;908;3014;920;2426;1294;3214;617;2051
63;Guatemala;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1597;8719;0;0;17347;29100;1283;5350;2053;3758;7957;14268
64;Guiana;0;0;783;3654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424;1311;990;2577;2372;6525;2064;5823;33651;88715;115884;349244
65;Guiana Francesa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;32;22;18;0;0;0;0
66;Guine Bissau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;Guine Equatorial;169;272;410;1015;956;1979;819;2530;1108;5336;5646;11983;0;0;0;0;2639;30563;8389;26808;0;0;0;0;0;0;0;0;0;0;2250;4279
68;Haiti;4500;5863;2700;3750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79500;144425;81873;129803;399128;471152;670379;831181;553503;741014;559645;871661;450690;713158
69;Honduras;14;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;Hong Kong;50319;27188;0;0;2063;7975;1609;7653;16013;61224;18130;63534;1229;7837;6975;86199;1934;8180;1742;9029;9651;42020;15159;41987;12507;39390;9371;38218;16255;71025;6696;30490
71;Hungria;0;0;540;4103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;583;0;0;0;0;14;27
72;Ilha de Man;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;175;11;121;97;445;165;641;1428;4533;124;587
73;Ilhas Virgens;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;Índia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;273;7;10;13;86;247;1021;60;170;0;0
75;Indonésia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0;0;9;30;0;0
76;Irã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;35;116;287;47;90;0;0;0;0
77;Iraque;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;Irlanda;0;0;3969;42795;5376;35690;0;0;0;0;0;0;0;0;0;0;0;0;7560;25767;0;0;29;257;36;208;0;0;150;377;32;132
79;Itália;1817;5251;1458;4828;11999;80298;792;5622;1710;11967;604;2492;0;0;585;3465;468;2248;3661;13260;587;1625;91;376;696;3715;1129;6151;2922;27665;2431;11642
80;Jamaica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;Japão;217974;283436;112178;74628;100835;144662;29281;116961;91988;429088;106426;401774;31597;87853;34341;90954;33909;92886;36992;112342;40621;99642;36442;92674;39491;90275;37324;82208;22942;57780;29320;66956
82;Jordânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;52;0;0;0;0;0;0;0;0
83;Letônia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;3723;0;0;0;0;0;0;0;0;0;0;8;8;33273;144229
84;Líbano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;Libéria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;658;3100;4441;20068;5155;17624;7554;23060;9145;34815;39784;42463;12024;38576
86;Luxemburgo;7845;42124;7344;32549;9547;65592;2444;16547;5135;29474;8281;52400;2295;17358;2759;21426;2719;21947;1778;11053;1666;11211;1086;5110;0;0;36;802;581;7048;72;832
87;Macau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0
88;Malásia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;33;48;110;0;0;0;0;0;0;0;0;0;0
89;Malavi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3660;6252;0;0
90;Malta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503;1192;3661;8828;3490;9688;3441;15454;3127;15587;6561;24199;6302;16586
91;Marshall, Ilhas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;923;2436;7276;15786;6270;19639;8644;22561;7240;27178;7417;31691;5628;23195
92;Martinica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;31;0;0
93;Mauritânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;85;0;0;0;0;0;0
94;México;0;0;0;0;1350;7200;0;0;0;0;1521;24336;0;0;0;0;664;2292;2748;9744;4;4;24;226;9;2;6;33;3;19;2277;7938
95;Moçambique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;1927;0;0;0;0
96;Montenegro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;46;9;20;14;65;0;0;0;0;0;0
97;Namíbia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;Nicarágua;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;Nigéria;41;115;0;0;54;210;6449;10196;1350;2245;0;0;0;0;0;0;0;0;5175;6250;28437;38555;12094;26514;68247;113172;32234;50283;10800;16464;808;2052
100;Noruega;0;0;0;0;10268;78688;5104;31515;2375;19008;7179;50464;1058;6021;0;0;0;0;1295;9847;628;3139;1859;15134;1878;8320;2711;40316;861;4243;309;2185
101;Nova Caledônia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7227;11924;0;0;0;0;0;0
102;Nova Zelândia;0;0;0;0;2587;7992;2364;8817;1004;4092;2800;13675;809;3476;504;9472;1678;8140;969;5565;500;2832;95;515;657;10477;63;156;338;7177;0;0
103;Omã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;670;0;0;0;0
104;Países Baixos;171654;136991;87368;302182;125414;395356;134879;539641;57792;255690;165289;773767;44987;186464;42953;190203;0;0;9451;32395;44882;148031;248;1532;3791;8484;7034;37240;2244;4958;3074;22785
105;Palau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;143;30;320
106;Panamá;24;30;0;0;0;0;39;2262;0;0;0;0;0;0;0;0;0;0;1183;3117;7918;29017;10821;28372;29520;48444;11490;49392;14785;68173;121432;97549
107;Paraguai;486927;392087;510989;449197;240168;276281;354824;428279;481564;680828;521847;908028;495428;741370;985739;1655417;2393468;4274650;3234168;5494321;2419537;3826587;3299013;3869243;6522527;7192362;5076670;7156293;3780378;5517263;3705268;5121857
108;Peru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5193;19372;9755;17310;0;0;9720;17107;0;0;47277;84282;0;0
109;Pitcairn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;22;0;0
110;Polônia;6982;35797;20464;95198;11732;50684;21663;89158;19249;90960;30181;107957;11654;42781;11457;35402;0;0;720;4679;5;11;74;86;4;14;0;0;298;590;0;0
111;Porto Rico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;Portugal;141000;168923;4577;18970;95;1031;47172;47022;23810;17627;71544;79141;47736;42586;0;0;0;0;0;0;18328;72413;7958;34518;6358;42633;1918;7613;13742;46311;26340;50923
113;Quênia;0;0;0;0;0;0;94;458;6;4;0;0;0;0;0;0;0;0;6771;31225;0;0;0;0;0;0;1440;2080;0;0;0;0
114;Reino Unido;30092;68788;123624;295690;122629;285642;82937;334856;59161;305005;305807;1373747;68382;308407;117044;536681;60711;242883;67708;296827;34295;164592;22913;82722;25316;122394;18835;138154;11326;84547;14780;106713
115;República Dominicana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;Rússia;21912914;5732280;0;0;0;0;4528176;2103968;5893291;14795694;190656;61440;47664;18240;0;0;0;0;0;0;0;0;1463;8550;181931;312926;66046;118618;0;0;56;338
117;São Cristóvão e Névis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;31;0;0
118;São Tomé e Príncipe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2184;2357;0;0;0;0;0;0;0;0;0;0;0;0
119;São Vicente e Granadinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;48;20;51;39;139;0;0
120;Senegal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
121;Serra Leoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;717;9240;13050;6525;12955;8101;15182;23200;38548;36608;68151
122;Sérvia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10482;25379
123;Singapura;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4504;14346;4322;15434;3941;19781;4141;20048
124;Suazilândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;24;0;0;0;0;0;0
125;Suécia;28334;52826;0;0;1641;14476;2705;17280;3195;20183;10404;51057;1412;6404;291;1214;15445;64953;8062;34563;28;761;6;24;23;74;5;18;0;0;0;0
126;Suíça;27653;81319;2025;21600;0;0;4014;47240;2997;29785;27933;231762;15872;85790;4230;33340;6525;74816;0;0;2223;28503;2827;27930;627;6999;1584;20863;2500;28763;2350;23791
127;Suriname;3830;12918;1836;1269;3774;3735;396;1288;1800;2960;6;19;453;713;900;1375;3690;5638;0;0;3206;4741;4185;5277;900;1472;1225;3360;3105;5235;27900;71483
128;Tailândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;45;128;832;534;1753;1334;2529;432;1713;189;1387;266;1910
129;Taiwan (Formosa);0;0;0;0;4500;10600;0;0;0;0;12519;67907;7200;23940;16967;80379;14988;43954;7589;18421;12;67;963;4673;1313;8153;25;277;4208;19998;0;0
130;Tanzânia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;35
131;Tcheca, República;9269;43902;1091;5285;6846;37271;7960;27789;3697;23549;4500;35005;2297;15304;3837;28473;2746;16947;2712;20980;2115;16391;563;4805;456;5988;1305;9997;405;3348;2273;20973
132;Togo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1890;2012;17317;25608;14550;25235;27630;48070
133;Toquelau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0;0
134;Trinidade Tobago;0;0;0;0;0;0;531;2720;0;0;360;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;199
135;Tunísia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136;Turquia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;150;115;209;0;0;343;878;418;503;28104;95421;216;540
137;Tuvalu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0
138;Uruguai;0;0;914;2929;1238;4404;1135;3879;1526;13343;0;0;0;0;0;0;0;0;7711;29617;6180;18497;0;0;136774;149842;637117;997367;326093;454271;36729;62325
139;Vanuatu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;31;0;0;0;0;0;0;0;0
140;Venezuela;0;0;0;0;0;0;1029;7492;0;0;14;232;0;0;0;0;680;2646;71;355;0;0;4086;9808;26415;35944;23220;32351;141030;220512;122922;199418
141;Vietnã;743;2143;8820;9977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;32;86;584;0;0;130;277;72;128;16;41
